"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 31 20:01:36 GMT 2024","Sat Aug 31 20:01:53 GMT 2024","16508","tests","Alerts, Frames and Windows page","TestAlertsFrameWindows","","","Click simple alert",""
"failed","Sat Aug 31 20:02:52 GMT 2024","Sat Aug 31 20:02:54 GMT 2024","2545","tests","Alerts, Frames and Windows page","TestAlertsFrameWindows","","","Click modal and check its content",""
"passed","Sat Aug 31 20:06:05 GMT 2024","Sat Aug 31 20:06:07 GMT 2024","2302","tests","Widgets","TestWidgets","","","Enter several colors",""
"failed","Sat Aug 31 20:05:19 GMT 2024","Sat Aug 31 20:05:27 GMT 2024","7700","tests","Interactions","TestInteractions","","","Drag simple element",""
"passed","Sat Aug 31 20:03:20 GMT 2024","Sat Aug 31 20:03:24 GMT 2024","3315","tests","Elements page","TestElements","","","Add new person and delete it from web table",""
"passed","Sat Aug 31 20:07:49 GMT 2024","Sat Aug 31 20:07:53 GMT 2024","3890","tests","Widgets","TestWidgets","","","Hover tooltips and check their content",""
"passed","Sat Aug 31 20:02:37 GMT 2024","Sat Aug 31 20:02:38 GMT 2024","1489","tests","Alerts, Frames and Windows page","TestAlertsFrameWindows","","","Check frame and its content",""
"passed","Sat Aug 31 20:07:31 GMT 2024","Sat Aug 31 20:07:40 GMT 2024","8660","tests","Widgets","TestWidgets","","","Hover tooltips and check their content",""
"passed","Sat Aug 31 20:02:39 GMT 2024","Sat Aug 31 20:02:42 GMT 2024","2687","tests","Alerts, Frames and Windows page","TestAlertsFrameWindows","","","Check frame and its content",""
"passed","Sat Aug 31 20:03:49 GMT 2024","Sat Aug 31 20:03:51 GMT 2024","1581","tests","Elements page","TestElements","","","Click broken links with not 200 OK response",""
"passed","Sat Aug 31 20:03:51 GMT 2024","Sat Aug 31 20:03:54 GMT 2024","2808","tests","Elements page","TestElements","","","Click broken links with not 200 OK response",""
"passed","Sat Aug 31 20:04:35 GMT 2024","Sat Aug 31 20:04:38 GMT 2024","3208","tests","Interactions","TestInteractions","","","Select and check selected elements",""
"passed","Sat Aug 31 20:05:28 GMT 2024","Sat Aug 31 20:05:36 GMT 2024","8009","tests","Interactions","TestInteractions","","","Drag x restricted element",""
"passed","Sat Aug 31 20:02:58 GMT 2024","Sat Aug 31 20:03:01 GMT 2024","3263","tests","Elements page","TestElements","","","Enable random check boxes",""
"broken","Sat Aug 31 20:07:40 GMT 2024","Sat Aug 31 20:07:49 GMT 2024","8699","tests","Widgets","TestWidgets","","","Hover tooltips and check their content",""
"passed","Sat Aug 31 20:05:36 GMT 2024","Sat Aug 31 20:05:44 GMT 2024","7972","tests","Interactions","TestInteractions","","","Drag y restricted element",""
"passed","Sat Aug 31 20:07:28 GMT 2024","Sat Aug 31 20:07:31 GMT 2024","2414","tests","Widgets","TestWidgets","","","Click tabs and check their content",""
"passed","Sat Aug 31 20:03:35 GMT 2024","Sat Aug 31 20:03:37 GMT 2024","2671","tests","Elements page","TestElements","","","Perform right click",""
"passed","Sat Aug 31 20:04:32 GMT 2024","Sat Aug 31 20:04:35 GMT 2024","2504","tests","Interactions","TestInteractions","","","Select and check selected elements",""
"passed","Sat Aug 31 20:04:54 GMT 2024","Sat Aug 31 20:04:58 GMT 2024","3624","tests","Interactions","TestInteractions","","","Check acceptability of element",""
"passed","Sat Aug 31 20:04:19 GMT 2024","Sat Aug 31 20:04:25 GMT 2024","5982","tests","Elements page","TestElements","","","Click button that is visible after 5 seconds",""
"passed","Sat Aug 31 20:07:58 GMT 2024","Sat Aug 31 20:08:07 GMT 2024","9417","tests","Widgets","TestWidgets","","","Check menu elements",""
"passed","Sat Aug 31 20:03:27 GMT 2024","Sat Aug 31 20:03:34 GMT 2024","6812","tests","Elements page","TestElements","","","Perform double click",""
"passed","Sat Aug 31 20:03:41 GMT 2024","Sat Aug 31 20:03:43 GMT 2024","2729","tests","Elements page","TestElements","","","Click simple link which opens in new tab",""
"passed","Sat Aug 31 20:06:02 GMT 2024","Sat Aug 31 20:06:05 GMT 2024","2849","tests","Widgets","TestWidgets","","","Click accordian and check its content which contains several paragraphs",""
"passed","Sat Aug 31 20:03:38 GMT 2024","Sat Aug 31 20:03:40 GMT 2024","2585","tests","Elements page","TestElements","","","Perform dynamic click",""
"passed","Sat Aug 31 20:04:43 GMT 2024","Sat Aug 31 20:04:46 GMT 2024","3572","tests","Interactions","TestInteractions","","","Resize elements and check their sizes",""
"passed","Sat Aug 31 20:03:15 GMT 2024","Sat Aug 31 20:03:19 GMT 2024","3920","tests","Elements page","TestElements","","","Add new person and update it in web table",""
"passed","Sat Aug 31 20:03:02 GMT 2024","Sat Aug 31 20:03:04 GMT 2024","2464","tests","Elements page","TestElements","","","Click radio buttons",""
"passed","Sat Aug 31 20:03:46 GMT 2024","Sat Aug 31 20:03:49 GMT 2024","2576","tests","Elements page","TestElements","","","Click broken links with not 200 OK response",""
"broken","Sat Aug 31 20:05:50 GMT 2024","Sat Aug 31 20:05:55 GMT 2024","4758","tests","Practice form page","TestPracticeForm","","","Fill mandatory fields only",""
"passed","Sat Aug 31 20:04:47 GMT 2024","Sat Aug 31 20:04:54 GMT 2024","7201","tests","Interactions","TestInteractions","","","Drop simple element",""
"passed","Sat Aug 31 20:03:54 GMT 2024","Sat Aug 31 20:03:57 GMT 2024","2530","tests","Elements page","TestElements","","","Click broken links with not 200 OK response",""
"passed","Sat Aug 31 20:02:49 GMT 2024","Sat Aug 31 20:02:51 GMT 2024","2475","tests","Alerts, Frames and Windows page","TestAlertsFrameWindows","","","Click modal and check its content",""
"passed","Sat Aug 31 20:04:08 GMT 2024","Sat Aug 31 20:04:10 GMT 2024","1835","tests","Elements page","TestElements","","","Click button that is clickable after 5 seconds",""
"passed","Sat Aug 31 20:05:14 GMT 2024","Sat Aug 31 20:05:19 GMT 2024","4544","tests","Interactions","TestInteractions","","","Check revert properties of will-not-revert-element",""
"failed","Sat Aug 31 20:06:20 GMT 2024","Sat Aug 31 20:06:22 GMT 2024","2789","tests","Widgets","TestWidgets","","","Set date via web calender widget",""
