"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Aug 31 10:35:13 GMT 2024","Sat Aug 31 10:35:13 GMT 2024","0","tests","Elements page","TestElements","","","test_broken_link[no_content-204]",""
"broken","Sat Aug 31 10:35:15 GMT 2024","Sat Aug 31 10:35:15 GMT 2024","0","tests","Elements page","TestElements","","","test_broken_link[forbidden-403]",""
"broken","Sat Aug 31 10:35:17 GMT 2024","Sat Aug 31 10:35:17 GMT 2024","0","tests","Elements page","TestElements","","","test_enabled_after_5_seconds_button",""
"broken","Sat Aug 31 10:35:14 GMT 2024","Sat Aug 31 10:35:14 GMT 2024","0","tests","Elements page","TestElements","","","test_broken_link[unauthorized-401]",""
"broken","Sat Aug 31 10:35:09 GMT 2024","Sat Aug 31 10:35:09 GMT 2024","0","tests","Elements page","TestElements","","","test_web_table_add_person",""
"broken","Sat Aug 31 10:35:10 GMT 2024","Sat Aug 31 10:35:10 GMT 2024","0","tests","Elements page","TestElements","","","test_web_table_update_person_info",""
"broken","Sat Aug 31 10:35:08 GMT 2024","Sat Aug 31 10:35:08 GMT 2024","0","tests","Elements page","TestElements","","","test_click_radio_buttons[yes-Yes]",""
"broken","Sat Aug 31 10:35:10 GMT 2024","Sat Aug 31 10:35:10 GMT 2024","0","tests","Elements page","TestElements","","","test_web_table_delete_person",""
"broken","Sat Aug 31 10:35:13 GMT 2024","Sat Aug 31 10:35:13 GMT 2024","0","tests","Elements page","TestElements","","","test_broken_link[created-201]",""
"broken","Sat Aug 31 10:35:09 GMT 2024","Sat Aug 31 10:35:09 GMT 2024","0","tests","Elements page","TestElements","","","test_click_radio_buttons[impressive-Impressive]",""
"broken","Sat Aug 31 10:35:07 GMT 2024","Sat Aug 31 10:35:07 GMT 2024","0","tests","Elements page","TestElements","","","test_fill_text_boxes",""
"broken","Sat Aug 31 10:35:17 GMT 2024","Sat Aug 31 10:35:17 GMT 2024","0","tests","Elements page","TestElements","","","test_visible_after_5_seconds_button",""
"broken","Sat Aug 31 10:35:16 GMT 2024","Sat Aug 31 10:35:16 GMT 2024","0","tests","Elements page","TestElements","","","test_upload_file_success",""
"broken","Sat Aug 31 10:35:12 GMT 2024","Sat Aug 31 10:35:12 GMT 2024","0","tests","Elements page","TestElements","","","test_simple_link",""
"broken","Sat Aug 31 10:35:09 GMT 2024","Sat Aug 31 10:35:09 GMT 2024","0","tests","Elements page","TestElements","","","test_web_table_search_person",""
"broken","Sat Aug 31 10:35:11 GMT 2024","Sat Aug 31 10:35:11 GMT 2024","0","tests","Elements page","TestElements","","","test_right_click",""
"broken","Sat Aug 31 10:35:08 GMT 2024","Sat Aug 31 10:35:08 GMT 2024","0","tests","Elements page","TestElements","","","test_enable_check_boxes",""
"broken","Sat Aug 31 10:35:12 GMT 2024","Sat Aug 31 10:35:12 GMT 2024","0","tests","Elements page","TestElements","","","test_single_click",""
"broken","Sat Aug 31 10:35:16 GMT 2024","Sat Aug 31 10:35:16 GMT 2024","0","tests","Elements page","TestElements","","","test_download_file_success",""
"broken","Sat Aug 31 10:35:15 GMT 2024","Sat Aug 31 10:35:15 GMT 2024","0","tests","Elements page","TestElements","","","test_broken_link[not_found-404]",""
"broken","Sat Aug 31 10:35:17 GMT 2024","Sat Aug 31 10:35:17 GMT 2024","0","tests","Elements page","TestElements","","","test_color_change_button",""
"broken","Sat Aug 31 10:35:11 GMT 2024","Sat Aug 31 10:35:11 GMT 2024","0","tests","Elements page","TestElements","","","test_web_table_change_rows_per_page",""
"broken","Sat Aug 31 10:35:11 GMT 2024","Sat Aug 31 10:35:11 GMT 2024","0","tests","Elements page","TestElements","","","test_double_click",""
"broken","Sat Aug 31 10:35:14 GMT 2024","Sat Aug 31 10:35:14 GMT 2024","0","tests","Elements page","TestElements","","","test_broken_link[bad_request-400]",""
"broken","Sat Aug 31 10:35:14 GMT 2024","Sat Aug 31 10:35:14 GMT 2024","0","tests","Elements page","TestElements","","","test_broken_link[moved-301]",""
